x_value,total_1,total_2 
6899,6690394,3290138
6900,6687066,3295256
6901,6693708,3290609
6902,6688053,3287447
6903,6687625,3288685
6904,6685835,3283959
6905,6691212,3286944
6906,6691139,3291879
6907,6692794,3294840
6908,6698735,3293990
6909,6702231,3291881
6910,6704178,3291954
6911,6701348,3295696
6912,6706461,3291841
6913,6707281,3287889
6914,6706909,3291238
6915,6711885,3293923
6916,6706841,3289135
6917,6707084,3290170
6918,6712786,3286145
6919,6713310,3286759
6920,6710906,3291477
6921,6713784,3295219
6922,6713140,3298254
6923,6719214,3299925
6924,6724282,3303040
6925,6723471,3306713
6926,6730025,3308977
6927,6730255,3310337
6928,6732271,3312289
6929,6728351,3311704
6930,6731288,3306989
6931,6727861,3307664
6932,6730746,3307307
6933,6738660,3303386
6934,6743291,3304716
6935,6749062,3302179
6936,6749336,3300801
6937,6754949,3303841
6938,6755572,3305566
6939,6761806,3302273
6940,6763088,3305309
6941,6769587,3304751
6942,6774844,3307163
6943,6772702,3308779
6944,6770194,3305657
6945,6770254,3304201
6946,6776415,3307290
6947,6783632,3311279
6948,6782489,3313023
6949,6789570,3315320
6950,6793242,3311784
6951,6797843,3312760
6952,6799724,3317202
6953,6800000,3316077
6954,6795333,3318759
6955,6796007,3315945
6956,6794448,3317110
6957,6798474,3321666
6958,6802173,3325089
6959,6804570,3323666
6960,6807854,3327016
6961,6815014,3325378
6962,6820709,3320801
6963,6816153,3321869
6964,6815157,3323172
6965,6820661,3327682
6966,6820607,3326233
6967,6814803,3331978
6968,6811951,3335882
6969,6809981,3339538
6970,6816172,3339980
6971,6818657,3337562
6972,6817234,3333435
6973,6819973,3339019
6974,6814345,3336967
6975,6811567,3342486
6976,6808728,3344313
6977,6810729,3340255
6978,6811396,3338713
6979,6816999,3341977
6980,6821922,3347876
6981,6826295,3344845
6982,6829577,3350317
6983,6825864,3354947
6984,6832833,3356696
6985,6827172,3359132
6986,6822360,3354303
6987,6825670,3350519
6988,6833484,3355925
6989,6840180,3359220
6990,6840185,3354773
6991,6847790,3360568
6992,6845970,3360116
6993,6844126,3360748
6994,6844501,3360239
6995,6843590,3364482
6996,6850195,3366910
6997,6854321,3363344
6998,6855843,3367953
6999,6851694,3366890
7000,6857919,3370163
7001,6862208,3368000
7002,6856746,3369332
7003,6860811,3370285
7004,6863945,3365434
7005,6868673,3361484
7006,6869631,3360124
7007,6867624,3357796
7008,6866108,3359882
7009,6869006,3357864
7010,6867780,3357338
7011,6865874,3360227
7012,6873613,3362203
7013,6872987,3359179
7014,6867699,3356216
7015,6871413,3352778
7016,6877029,3348188
7017,6883130,3348074
7018,6880262,3345690
7019,6877788,3347606
7020,6873726,3346938
7021,6869474,3342598
7022,6873454,3345648
7023,6868949,3346998
7024,6871864,3352771
7025,6875940,3357190
7026,6882099,3360664
7027,6879536,3360479
7028,6878223,3361881
7029,6885080,3364952
7030,6891534,3369741
7031,6896329,3373143
7032,6895714,3379101
7033,6902554,3376592
7034,6901695,3373422
7035,6902856,3378001
7036,6905604,3381077
7037,6912645,3380097
7038,6910361,3382238
7039,6915557,3383213
7040,6911227,3387559
7041,6913542,3386643
7042,6919769,3386065
7043,6918405,3387668
7044,6920001,3385896
7045,6917677,3389662
7046,6921570,3391102
7047,6926369,3391127
7048,6927713,3396394
7049,6924059,3394430
7050,6926798,3392595
7051,6930295,3395609
7052,6925323,3397982
7053,6931032,3397688
7054,6925463,3397633
7055,6921798,3398058
7056,6925690,3395265
7057,6922700,3395928
7058,6929176,3399689
7059,6927832,3404341
7060,6933169,3401943
7061,6933994,3403090
7062,6934436,3405034
7063,6942099,3406445
7064,6943661,3406281
7065,6950149,3404352
7066,6957477,3399744
7067,6953728,3397811
7068,6961253,3394812
7069,6962798,3392380
7070,6966372,3392856
7071,6967090,3389706
7072,6962514,3393201
7073,6964482,3398354
7074,6963604,3394308
7075,6967732,3391446
7076,6964796,3396481
7077,6972685,3401977
7078,6975421,3398406
7079,6981170,3400586
7080,6981025,3404252
7081,6980512,3407344
7082,6987785,3406189
7083,6994623,3408406
7084,7000982,3409765
7085,7007369,3415464
7086,7004378,3419708
7087,7005344,3419602
7088,7009394,3420104
7089,7011199,3425364
7090,7010755,3425164
7091,7012070,3420347
7092,7009517,3423485
7093,7008125,3424412
7094,7006993,3424763
7095,7011875,3429287
7096,7012090,3430923
7097,7009923,3431217
7098,7005057,3436537
7099,7001182,3435858
7100,7006770,3441284
7101,7003655,3439660
7102,7011403,3442949
7103,7013984,3446210
7104,7012579,3451648
7105,7018891,3447251
7106,7019431,3450769
7107,7016751,3453876
7108,7023050,3458795
7109,7025530,3456779
7110,7020899,3453490
7111,7024615,3459400
7112,7028058,3456371
7113,7032136,3458452
7114,7026406,3460518
7115,7022262,3465086
7116,7020488,3468056
7117,7016912,3471512
7118,7016267,3475116
7119,7013954,3476219
7120,7019287,3479053
7121,7019648,3484184
7122,7025509,3488033
7123,7022045,3493680
7124,7020864,3495369
7125,7024241,3495336
7126,7020161,3495184
7127,7026141,3491913
7128,7020793,3495795
7129,7025820,3499642
7130,7023829,3501293
7131,7018331,3497673
7132,7023154,3501494
7133,7022090,3505072
7134,7027288,3508182
7135,7026132,3506073
7136,7021536,3505968
7137,7020982,3505062
7138,7026760,3507358
7139,7033230,3510380
7140,7029470,3507609
7141,7024826,3505489
7142,7024141,3505353
7143,7027599,3502075
7144,7025418,3502660
7145,7032579,3498074
7146,7031266,3494366
7147,7032344,3490068
7148,7026461,3489405
7149,7028260,3491027
7150,7030579,3487006
7151,7035726,3482769
7152,7040550,3480596
7153,7041584,3480052
7154,7046394,3482791
7155,7052756,3478385
7156,7053872,3483312
7157,7060603,3488400
7158,7059103,3493979
7159,7063722,3495039
7160,7070164,3499995
7161,7072156,3505251
7162,7070439,3505874
7163,7067747,3504766
7164,7069239,3501249
7165,7072289,3500540
7166,7067925,3497074
7167,7065751,3497088
7168,7063182,3501502
7169,7060312,3500838
7170,7063912,3496095
7171,7065516,3494017
7172,7062489,3491191
7173,7065218,3494930
7174,7066378,3496374
7175,7068525,3501016
7176,7069301,3506770
7177,7071300,3502794
7178,7075906,3501870
7179,7082170,3500023
7180,7089878,3499818
7181,7095546,3495746
7182,7097606,3495897
7183,7104573,3491442
7184,7107191,3488143
7185,7102157,3492521
7186,7106103,3494980
7187,7104337,3497300
7188,7110106,3501908
7189,7109555,3500412
7190,7111763,3496859
7191,7117243,3497590
7192,7124993,3497046
7193,7120104,3492416
7194,7125883,3492787
7195,7132786,3490759
7196,7127253,3489045
7197,7132846,3492322
7198,7132524,3497201
7199,7135386,3495285
7200,7142711,3495830
7201,7136989,3493183
7202,7135850,3497344
7203,7139098,3501527
7204,7142222,3499856
7205,7148518,3504566
7206,7143534,3507160
7207,7147442,3507751
7208,7146605,3503581
7209,7146957,3504005
7210,7148173,3501928
7211,7151666,3501415
7212,7158253,3499466
7213,7156986,3495439
7214,7159898,3494440
7215,7160220,3497245
7216,7162708,3500145
7217,7162464,3501973
7218,7167719,3505691
7219,7165796,3508410
7220,7173053,3513899
7221,7170117,3515193
7222,7175113,3511433
7223,7178778,3511291
7224,7185211,3508940
7225,7180041,3506429
7226,7180049,3503009
7227,7182209,3498662
7228,7188393,3497983
7229,7194330,3502472
7230,7199169,3505109
7231,7200289,3502633
7232,7198097,3499388
7233,7204797,3499931
7234,7199143,3500362
7235,7206871,3503342
7236,7202581,3502487
7237,7205191,3498330
7238,7205512,3503030
7239,7210654,3508471
7240,7211450,3512387
7241,7212305,3516793
7242,7218603,3518176
7243,7220967,3521838
7244,7223109,3525865
7245,7226949,3531427
7246,7225083,3537116
7247,7228061,3537680
7248,7224985,3533085
7249,7222305,3535157
7250,7229700,3539860
7251,7227836,3540664
7252,7235650,3543559
7253,7242067,3548337
7254,7240063,3546465
7255,7239037,3546109
7256,7245635,3543339
7257,7249290,3540651
7258,7246760,3539222
7259,7253304,3544437
7260,7254400,3539772
7261,7250726,3537051
7262,7246427,3540514
7263,7249405,3537593
7264,7254945,3533210
7265,7252965,3536079
7266,7255549,3532986
7267,7251735,3533275
7268,7246481,3537183
7269,7249633,3532998
7270,7245149,3528784
7271,7243080,3529373
7272,7250920,3528351
7273,7253998,3527193
7274,7259514,3525412
7275,7265709,3521279
7276,7261204,3526886
7277,7264628,3523336
7278,7270639,3518830
7279,7274327,3523635
7280,7280866,3527836
7281,7280969,3523571
7282,7280876,3528990
7283,7279063,3525848
7284,7281493,3523644
7285,7279527,3523574
7286,7283060,3526389
7287,7279308,3522452
7288,7276841,3522714
7289,7277336,3520211
7290,7275590,3521740
7291,7275227,3521407
7292,7281785,3516427
7293,7285930,3516354
7294,7288645,3519753
7295,7292876,3518006
7296,7288158,3519254
7297,7291772,3517279
7298,7294921,3522002
7299,7296760,3527334
7300,7293228,3525879
7301,7295595,3531025
7302,7289617,3533177
7303,7287314,3530445
7304,7285842,3532649
7305,7287242,3535995
7306,7282039,3533024
7307,7286715,3529911
7308,7280916,3535614
7309,7287062,3541374
7310,7282102,3546208
7311,7285267,3548465
7312,7285985,3544858
7313,7292517,3543050
7314,7298939,3541889
7315,7293424,3537910
7316,7294752,3535111
7317,7291188,3537009
7318,7292627,3539458
7319,7295392,3538990
7320,7290762,3544865
7321,7298693,3547795
7322,7304861,3549490
7323,7306393,3545378
7324,7303783,3548448
7325,7304307,3548835
7326,7303071,3554512
7327,7302062,3552985
7328,7300541,3557887
7329,7298746,3561986
7330,7297837,3561332
7331,7303136,3565790
7332,7300171,3562243
7333,7295815,3564843
7334,7301452,3566310
7335,7299740,3569636
7336,7307703,3574925
7337,7311596,3572562
7338,7310446,3576195
7339,7305779,3576682
7340,7309436,3578995
7341,7311383,3578800
7342,7305605,3575440
7343,7306738,3572453
7344,7314716,3572838
7345,7308772,3568237
7346,7315534,3571962
7347,7311437,3570668
7348,7315551,3566352
7349,7320229,3561410
7350,7315566,3565594
7351,7309927,3568868
7352,7309790,3570498
7353,7308026,3567336
7354,7307978,3566715
7355,7306930,3568198
7356,7308376,3568413
7357,7315774,3565074
7358,7311772,3561725
7359,7311748,3558738
7360,7308600,3557962
7361,7310666,3561308
7362,7311413,3566130
7363,7307995,3569886
7364,7313166,3568774
7365,7316011,3571528
7366,7310656,3575511
7367,7305409,3576738
7368,7299813,3574243
7369,7307778,3574243
7370,7304270,3569922
7371,7310766,3567276
7372,7312835,3567792
7373,7317067,3571620
7374,7313501,3568330
7375,7315352,3572182
7376,7314383,3573314
7377,7321420,3576473
7378,7318049,3571692
7379,7315567,3575868
7380,7311467,3580912
7381,7309651,3580845
7382,7315238,3585364
7383,7310387,3584299
7384,7318268,3581391
7385,7316501,3580072
7386,7320039,3584563
7387,7317776,3583155
7388,7323170,3585527
7389,7319490,3587199
7390,7326815,3582544
7391,7321052,3578711
7392,7328088,3574405
7393,7322102,3572561
7394,7320039,3569776
7395,7320851,3574503
7396,7316250,3579854
7397,7314766,3584962
7398,7321762,3588424
7399,7323270,3590105
7400,7327220,3586224
7401,7325107,3588766
7402,7320289,3587754
7403,7324683,3586793
7404,7324249,3592537
7405,7330404,3590296
7406,7331021,3590142
7407,7338284,3587179
7408,7337990,3589623
7409,7339815,3589220
7410,7344970,3588939
7411,7340094,3584778
7412,7337660,3586850
7413,7339241,3584563
7414,7341186,3580792
7415,7346921,3585757
7416,7354381,3590900
7417,7354228,3588938
7418,7351155,3593115
7419,7352649,3592730
7420,7352921,3588716
7421,7348286,3586190
7422,7351053,3589254
7423,7347486,3584970
7424,7351653,3587914
7425,7359281,3591203
7426,7358131,3593472
7427,7356752,3598845
7428,7358645,3601966
7429,7353446,3599945
7430,7349926,3604080
7431,7353107,3604528
7432,7358036,3610369
7433,7352788,3607321
7434,7357871,3610505
7435,7362011,3611960
7436,7365776,3614460
7437,7371368,3616281
7438,7376613,3615793
7439,7383925,3615284
7440,7388395,3617649
7441,7385385,3620977
7442,7391665,3618847
7443,7396621,3624823
7444,7401247,3625952
7445,7395257,3621951
7446,7389775,3626522
7447,7384239,3632518
7448,7381167,3636920
7449,7384580,3641777
7450,7385777,3646576
7451,7388004,3652074
7452,7385115,3654148
7453,7388489,3650773
7454,7386197,3651194
7455,7380492,3654270
7456,7381081,3653457
7457,7384368,3656946
7458,7384351,3659942
7459,7378517,3661052
7460,7384848,3658617
7461,7382740,3655167
7462,7384362,3660682
7463,7382821,3666002
7464,7377641,3663663
7465,7382982,3663038
7466,7378646,3665622
7467,7385631,3661906
7468,7381298,3660997
7469,7385475,3656023
7470,7391112,3651626
7471,7398062,3654430
7472,7397066,3658840
7473,7397634,3662934
7474,7405573,3664290
7475,7408990,3663231
7476,7412975,3660627
7477,7407223,3656124
7478,7413906,3661703
7479,7416911,3660286
7480,7416212,3665837
7481,7413945,3671010
7482,7419417,3674775
7483,7417323,3672875
7484,7412538,3673724
7485,7414601,3672562
7486,7410597,3668368
7487,7411063,3665193
7488,7410591,3665275
7489,7417775,3666344
7490,7422020,3661536
7491,7424577,3664564
7492,7430255,3668379
7493,7433130,3672998
7494,7435968,3670395
7495,7430352,3675942
7496,7424873,3676599
7497,7425705,3673632
7498,7430592,3671783
7499,7436259,3671926
7500,7441384,3668556
7501,7448834,3664304
7502,7443572,3664197
7503,7445107,3664957
7504,7451185,3664147
7505,7457158,3664705
7506,7461189,3660400
7507,7464141,3656048
7508,7470640,3654521
7509,7465558,3652721
7510,7465847,3657042
7511,7470440,3657500
7512,7471938,3654191
7513,7478215,3655212
7514,7477187,3658018
7515,7472721,3656361
7516,7471767,3653184
7517,7468790,3652367
7518,7468990,3654935
7519,7466760,3653070
7520,7467929,3657969
7521,7463139,3657141
7522,7461892,3652546
7523,7458816,3653699
7524,7459842,3655059
7525,7457974,3652903
7526,7456342,3650568
7527,7453235,3647912
7528,7449291,3646590
7529,7451714,3648226
7530,7451303,3651758
7531,7454061,3652735
7532,7450750,3652289
7533,7458196,3650576
7534,7460205,3652246
7535,7456574,3655417
7536,7454058,3652824
7537,7457582,3652664
7538,7460669,3655699
7539,7455089,3655510
7540,7461024,3653366
7541,7459081,3650966
7542,7453229,3655494
7543,7450523,3657427
7544,7450303,3661222
7545,7455420,3657523
7546,7457826,3659383
7547,7461023,3656964
7548,7459087,3661038
7549,7453937,3666487
7550,7448540,3664493
7551,7444456,3660032
7552,7451539,3656170
7553,7456746,3660854
7554,7462659,3661720
7555,7463406,3666279
7556,7470925,3669653
7557,7477905,3672960
7558,7475140,3678754
7559,7479560,3683771
7560,7486143,3680893
7561,7483790,3682502
7562,7489905,3679556
7563,7486207,3685064
7564,7483119,3690077
7565,7485500,3686188
7566,7492073,3688658
7567,7499867,3691975
7568,7499067,3691019
7569,7496625,3692569
7570,7495912,3689549
7571,7496519,3685692
7572,7491787,3685800
7573,7486644,3690168
7574,7491514,3695250
7575,7491192,3691477
7576,7494363,3697453
7577,7502074,3696299
7578,7496275,3694618
7579,7494776,3693686
7580,7489806,3691144
7581,7489544,3691345
7582,7496797,3695579
7583,7504145,3699917
7584,7507867,3699275
